,(R)-3-Hydroxybutyric acid,acetate,acetoacetate,L-alanine,L-valine,hypoxanthine,citrate,creatinine,L-glutamine,glycine,histidine,L-allo-Isoleucine,isopropanol,L-Lactic acid,L-leucine,lipoproteins,methanol,Dimethyl sulfone,D-phenylalanine,Pyruvic acid,L-tyrosine
0_0001_S,5.847646243,77.30376571,60.50873642,1417.944839,302.95551,5.619953385,131.286066,112.1904699,929.6078083,313.6809814,64.58512636,44.36731772,44.92042957,1552.452314,405.8760097,46209.04276,381.0340009,49.87415573,175.5163491,261.9228874,108.1624943
0_0002_S,0.965907718,45.77924789,79.48580922,1007.048134,334.4622026,2.85307836,108.3472317,122.6114372,1109.071316,329.5098376,55.60792235,44.32281435,95.54235096,2762.021588,305.7141431,25686.49788,498.8546264,98.13401432,117.2241489,139.8455718,102.1127616
0_0003_S,6.712743389,122.1497352,56.91450528,1033.135943,315.9090123,7.245880157,142.0806696,92.86748461,1049.862541,300.9991111,55.2863601,46.91195855,166.0131449,1699.361422,507.016199,39590.83957,759.5814878,26.45230354,229.2337841,171.0803554,117.6041005
0_0004_S,0.0,22.45366579,28.91957251,1140.332866,276.5488264,1.646689345,97.31069022,154.2973381,1171.352956,350.5614173,61.48460258,54.58515792,24.63499196,729.0910878,350.845042,25625.83355,703.0489849,20.57708683,153.6789422,70.9043499,132.9005496
0_0008_S,0.0,77.44292718,31.10753817,1155.909608,367.5240658,3.704640819,120.7779456,104.4519701,1219.97722,337.178862,60.13584224,55.69292222,33.3076339,1130.678774,528.2677414,28800.37228,482.5743749,41.45479323,187.3961333,86.00086491,149.3137422
0_0009_S,0.0,50.55375594,40.53575628,1277.382481,231.0187407,3.179846153,100.2520487,89.70572532,1100.182354,366.0028932,55.38886062,41.08935227,262.75721,1294.92981,253.3939096,38621.7527,557.9176591,54.39387641,179.4862063,138.2243983,110.956748
0_0012_S,7.972163704,24.46370103,48.96212595,1243.240761,330.4382464,3.133948651,124.9443266,119.1583536,1005.736085,256.2546998,55.60947731,48.16565715,52.88437,1813.253926,390.1696682,33477.30164,400.936307,19.20260399,135.0666876,81.78093484,114.3434734
0_0014_S,0.0,37.37366353,37.99498779,1000.00947,365.079671,4.187614159,144.5519334,136.8740801,1005.200099,325.3644002,52.52325676,46.77315778,38.21710587,1895.974466,475.3485441,32295.38485,431.0531152,13.63972427,149.5528656,98.71209584,137.4064087
0_0025_S,0.0,29.07840829,44.07078957,1039.000084,369.1211122,4.10188345,98.34453941,97.55456721,1003.36979,315.0041993,68.24358083,50.3398529,467.852108,1420.552922,321.1850644,29152.66257,429.3744363,23.4590624,143.3738223,112.8228483,134.0465563
0_0027_S,3.125682549,64.62796523,25.93106187,1297.251813,334.5236979,3.464568476,75.52399802,120.0579197,1017.968255,304.1548974,70.18265932,44.144113,41.85834493,2345.91842,375.3817711,27645.48171,382.5397428,78.71234977,139.943087,105.6913583,118.3415746
0_0029_S,0.0,29.19066676,36.02157372,1577.980357,436.269388,5.107597867,126.3706167,76.92708106,875.8337366,410.1099265,89.59381928,53.60907246,67.04345227,3331.669358,475.7591426,27084.39356,346.3036752,0.0,207.6637199,222.0231239,111.0270501
0_0030_S,1.75821524,35.2910983,55.640623,1025.14655,376.6575666,4.19334397,76.0460961,113.1904619,871.3467366,355.8630043,74.17049382,57.50162174,317.1214945,1479.389098,418.0907744,44512.8096,372.9683487,15.28675263,177.6664012,105.831346,145.079952
0_0033_S,4.363324786,23.46235282,48.58676654,1315.70442,322.9606916,3.216969428,134.3156146,114.3248146,606.4258715,264.636795,64.88394943,44.8139918,126.4087,2211.952141,282.9496972,41515.23689,320.0394286,19.27261771,172.6246367,173.3380216,107.2706253
0_0037_S,87.1889219,52.31924066,123.8649565,1176.040187,361.6624007,0.0,168.1719588,103.3476654,637.9357653,280.3064457,67.09629359,46.33029866,5.331276809,1800.869653,425.6354651,28501.79318,328.2300465,19.97517446,133.988033,127.1194313,124.8541698
0_0038_S,0.0,33.62966361,15.75845748,1300.681669,393.5661406,4.82863582,78.89934864,91.32668588,1265.172722,337.1972135,83.08618136,71.69967835,216.9682642,2415.819708,515.9404955,33948.70741,524.3906875,18.99220394,206.6537835,97.65234795,169.0519037
0_0041_S,74.40319023,86.62283849,231.4823848,1116.855621,283.9600536,4.83962829,156.661531,87.99204274,1118.027896,294.7493309,73.77084969,41.36437608,62.79107633,887.3835233,275.4868791,26956.15152,566.299623,26.79434302,129.8037351,139.0226585,134.9890207
0_0045_S,0.0,43.98457534,54.047247,1067.256857,341.5233522,0.919101279,96.06602032,141.9953665,989.1766966,297.9770505,71.6485986,61.58712963,78.50319094,1490.86256,403.2165051,34810.64935,377.5426709,6.911801068,159.3789441,94.28640549,121.0210464
0_0046_S,0.0,38.80956274,46.71555946,1766.231354,414.8392826,5.326245739,124.4535991,136.5669888,916.1951683,387.4315059,60.41611831,66.90302301,61.26550033,3014.563921,508.9434307,31745.99529,662.2958639,39.96527272,218.0758876,263.0324578,145.2233019
0_0052_S,0.0,74.42744004,28.93624855,1335.821023,423.6637008,4.042291924,147.8530083,125.8211864,1043.140423,384.7313238,60.40650826,66.84332094,16.84452714,1479.672192,691.250391,28726.40456,737.7908188,46.90067369,189.4556226,59.92073724,175.0775856
0_0053_S,49.04995778,34.05782601,171.0002841,1127.654897,389.8996792,1.064717867,114.1646071,86.54982946,956.8187672,288.4420368,54.43895342,65.79878425,84.03449197,1856.988797,512.9457664,24742.49853,394.936384,28.23511939,138.8503579,111.3021339,115.902953
0_0054_S,7.357997939,44.24100823,69.06208594,1513.237057,593.192784,6.217708183,140.7120481,123.5663371,953.7706841,295.953797,49.01514293,109.67811,146.0302735,2942.306937,750.0241351,33995.41372,512.1974673,24.51107056,222.4652364,195.7653551,233.8707244
0_0055_S,0.070480999,80.23856322,54.83545462,1341.525424,481.4378669,2.302610962,126.2551809,101.3446669,1145.266988,296.2169372,85.88052582,65.7172465,211.4893657,1236.219475,697.160059,32564.10296,306.9817795,32.42030434,161.2657773,130.9836388,174.6519219
0_0058_S,0.0,33.6481602,41.51944695,1214.896978,275.3509864,3.103853076,106.0456051,129.9582185,986.2457931,279.5836263,52.53833839,43.77506992,134.0458401,1597.868135,346.1334119,34246.5333,597.2775456,33.9234993,138.6403386,67.28536651,121.9409319
0_0063_S,56.58793652,70.63689745,200.6892827,861.583934,324.9795232,4.346192197,90.28617417,110.1362379,819.8120917,279.4806142,58.76360833,50.39839993,39.62967766,1037.119945,407.4006149,37139.66622,801.9156613,14.31854378,169.5105517,88.84755213,91.29006028
0_0069_S,10.73239684,52.71208023,63.52112909,1159.160068,284.2674999,5.471315695,141.7827362,119.4743698,901.2773148,354.7996396,70.88225841,44.31533735,182.717037,988.3672286,477.0418311,29372.68444,588.8896509,12.22735147,145.0589956,130.6962547,98.77821881
0_0073_S,0.0,34.34335178,14.88707924,1093.606485,345.4712196,2.840969132,73.37379085,119.0488867,1079.125307,351.8264579,51.0872594,52.97168557,246.6750926,1669.385418,479.2406892,24572.40832,910.1598724,24.28042425,160.9664189,109.5367408,131.2381941
0_0079_S,0.0,76.84508005,43.2011105,1395.349349,365.6107834,7.24144513,94.39867446,59.15674411,886.2403819,310.4302048,58.32525863,55.64230819,75.03455919,2545.246688,365.6751156,27083.30108,402.3293811,34.7592292,160.2153035,140.0268943,142.2300538
0_0081_S,20.16506278,76.79173126,87.84780333,1320.188388,355.4508763,1.336172365,162.3726448,97.27605467,794.5030429,264.9143819,46.49842313,47.2226485,39.17068447,1798.541088,401.7438977,32399.01339,445.9263366,34.35985082,174.4836139,227.1834119,111.341254
0_0089_S,41.51266496,40.36984894,174.609286,1464.028534,482.950374,5.153248661,124.7326716,106.9403246,1131.209043,237.2336428,70.2821453,64.45353016,91.89744498,1350.181226,693.2344569,51487.92659,398.3354478,36.03874228,188.4677953,70.15606424,148.7967324
0_0092_S,0.0,35.55461862,25.44015647,1380.686479,363.8155303,6.573022038,100.0377012,87.00384237,853.2988339,228.9865933,66.71169227,44.88502595,255.6083619,2694.357629,448.7561512,36736.58312,791.4233734,35.31153389,198.1594689,131.5732939,128.0871303
0_0095_S,4.019941855,49.89596442,58.52890953,1241.463585,322.7387093,5.505814175,93.99065148,128.5604468,800.9429675,270.9932555,49.28398638,52.3076101,97.24889833,2038.016857,478.2353446,23113.81773,612.1613763,27.66687904,165.3971209,200.621204,96.74004987
0_0099_S,3.689578685,65.8380863,39.57321895,1607.601696,462.2819152,4.049875195,149.1262047,121.4831682,876.5051876,411.3078284,81.94900989,79.54007038,221.5873579,3129.489269,723.1190542,31175.05937,918.6610291,21.08069019,238.2762658,136.1885739,128.7880891
0_0100_S,0.0,37.39516328,15.65175009,1484.945905,265.1964294,5.248628849,81.07354121,41.64615077,793.2060083,249.902145,45.24182718,55.66257525,48.0402823,1781.479255,450.3098231,48298.15314,625.0958094,21.03602515,159.1612587,159.4598321,141.8263151
0_0103_S,0.0,37.02476548,25.8952053,1382.246213,419.8562569,6.78016039,112.1216273,105.2573008,1023.850822,319.0457604,50.19824489,58.22790207,174.4313507,3206.445523,363.8294832,49871.30122,775.3811446,41.89761169,171.9190121,328.3731969,127.8458011
0_0106_S,10.44229881,63.80064,55.2797846,984.2249136,348.8737237,7.228039659,92.36162262,92.05772465,944.5640141,262.9908596,62.7728129,56.08500187,670.8442699,1985.448849,380.7146818,24718.95403,664.4313104,36.24356396,160.2167205,88.81956811,106.253
0_0110_S,0.0,55.64766727,31.031795,1071.517606,333.5051075,4.585423611,109.2770083,91.29618263,862.8936145,278.9948887,53.628289,46.43255985,148.3251052,2048.148462,521.4450753,29212.66428,601.1917414,43.37967746,200.7646149,133.4426124,115.5733086
0_0112_S,0.0,39.10392217,47.78491774,1559.823405,395.6342763,5.587673891,109.3825938,91.786959,1004.193955,281.5398662,70.68423518,55.93788666,327.8240855,3551.322959,507.1822488,27580.46559,420.0656873,34.94005607,196.1520629,199.2368131,141.9402576
0_0114_S,27.14057103,52.1713578,122.2074065,1095.898149,319.5316963,5.421278238,81.1040456,118.7529405,1039.410005,243.4802037,52.90685974,56.1903891,98.03611846,1465.399272,411.5799355,25981.90991,243.6125528,24.47311765,136.2025518,126.0783954,113.5871871
0_0116_S,16.26693828,47.63781571,99.36064699,1087.85278,332.3737647,4.17949771,108.4784161,82.64467763,1071.59004,322.2587032,81.13525465,47.47492778,148.6388711,2117.968245,423.4617345,32350.92125,308.6233166,28.34373271,137.7608446,71.64130574,105.3384538
0_0117_S,0.0,39.49626174,59.39964231,1210.245335,429.4052291,4.994961145,114.4067967,149.2997885,864.6304275,336.8898866,64.13045537,71.29189574,323.074004,2477.964143,532.0548508,61883.79323,337.7385126,30.2493022,200.6422461,118.148269,146.9420086
0_0118_S,10.424051,41.32809408,65.98434233,1070.358961,434.3493117,0.0,148.9734981,106.2082541,943.2993373,331.9537751,62.60389942,78.0772653,350.4314092,1728.444433,635.4802778,48509.52688,259.6662147,21.6880049,200.6746775,86.63534918,149.1654534
0_0134_S,1.231888965,53.80559993,39.60765147,1734.126907,316.9071732,4.187980687,120.5637356,133.838426,1028.290237,370.2980715,68.42965235,61.82412579,375.8204069,2547.28105,480.1381619,26818.10226,594.0292791,24.42196885,147.7792282,210.9904974,104.1845725
0_0135_S,20.28219768,46.45784021,41.17460212,1321.452628,365.5000023,4.495075168,98.67882597,114.2301984,966.1213791,361.6545853,82.33049102,61.8068337,123.4188868,1620.715772,445.6167431,33335.63302,636.3403047,23.73502943,172.8584161,155.6835646,152.2757089
0_0139_S,0.0,36.56140058,62.44103179,1191.796015,412.6823114,2.350365993,94.47175967,101.0657104,1128.483848,376.8964265,64.22536397,54.46299964,176.0083837,1303.08747,474.5897395,33105.72895,396.8550569,17.48072016,142.0750769,178.0431825,113.8963882
0_0144_S,0.0,68.98875788,18.26717861,1526.618002,470.7280885,10.96798805,131.9948097,172.8788509,1163.226425,359.915657,104.4622114,82.10775669,343.9820156,3207.274612,749.841504,54494.99708,563.5467601,7.801765445,220.9084279,91.14680019,170.6421527
0_0153_S,11.44825971,82.38992832,60.14691057,1186.639081,366.4619361,7.324187376,122.7019664,77.95991483,968.7646296,404.8955643,62.38406547,55.58039884,73.34790806,2222.574756,446.6903967,41680.18741,180.4330707,36.39046757,171.3323192,180.6460452,88.36617527
0_0154_S,5.131328669,68.27633071,85.02901449,840.6659407,278.1658545,21.81289705,126.4422745,112.6927437,786.3099003,249.4383962,59.54489667,38.51191069,80.54027217,1683.130816,308.1770491,43553.46624,161.5931142,19.3371731,163.1618798,38.9544436,97.3543995
0_0155_S,0.0,92.68565143,26.48769728,1504.31985,450.9691062,0.90087289,105.1454404,115.5074331,1186.085453,360.3256885,61.81691379,70.93735228,158.4963122,3117.012197,585.7124838,38278.46372,297.5631692,22.4500925,241.3065712,160.2823518,178.9692671
0_0161_S,7.867807136,95.11316438,52.16517681,1115.183378,439.1562114,5.559138164,123.8299329,117.256543,991.2949954,301.2628374,66.31304075,72.8468961,138.7638227,2037.921645,671.3173519,34328.47427,150.0877747,40.43402679,200.3379984,44.94682687,117.6821952
0_0163_S,0.0,74.83176364,22.33354388,1605.346214,394.1111842,4.522035855,95.89853285,97.91352918,1060.123101,353.1224848,56.85557666,61.10513192,68.28452291,2934.074618,464.662709,31581.13139,190.4495967,13.62076715,194.2835963,168.629752,138.7160118
0_0170_S,0.0,35.74388525,47.89596977,1155.007347,382.0608357,4.079264476,176.4311412,202.0082309,1024.780393,302.2064256,91.3270913,60.15725682,69.69076587,1735.214565,615.5169605,39966.49568,161.1466375,122.1597695,173.2418615,135.4904108,105.4566686
0_0178_S,0.0,53.17402386,50.51481507,1117.563781,345.1593204,5.189115868,52.04670005,107.3630427,1101.546872,274.6892263,68.10131838,58.04166787,688.2477383,1780.772385,506.0448218,32290.20569,224.5056306,29.83424767,149.534872,166.1468297,128.2776966
0_0192_S,24.71108415,26.64587351,95.80059371,859.1267414,315.3383448,8.399545335,103.8856593,87.47279574,1167.200026,364.2526064,67.37916378,43.29288428,134.0357142,1005.3026,337.0222574,29821.48272,167.9754918,17.37917432,147.8718575,31.19814656,123.4382324
0_0202_S,51.9641658,46.19715197,149.4848743,1252.065207,362.7539189,7.294118788,109.692143,127.4997632,681.4301263,182.6914872,55.5891577,57.90201367,314.0915035,2492.275555,406.2363253,37792.97731,121.0480599,27.4383602,141.8583431,448.9569552,76.76359596
0_0211_S,11.58892221,35.51000626,79.36595947,1168.144799,231.931014,4.834890637,108.8502136,93.79780903,923.2789275,211.5754732,61.16146416,41.01768816,255.8653784,1347.383802,368.2095474,31953.29578,178.1925345,31.32643711,124.1040651,79.96617673,111.9415727
0_0212_S,0.0,50.29211219,32.1981585,1173.818655,466.7607261,3.190447379,97.10766238,82.87349037,937.2561892,277.7640673,79.20061967,71.27110193,242.3575618,2535.643639,706.4137687,26940.61885,272.2420776,6.949815514,182.7698375,97.37473073,131.730167
0_0216_S,6.198349186,35.91136607,84.58813515,723.2289556,228.3708605,2.453320881,82.40389291,194.1151581,1197.573489,218.5464006,59.43486322,41.86330473,295.4668342,485.9836601,213.223461,34541.09677,87.99803347,91.8443294,107.667037,96.65878464,76.74290114
0_0217_S,3.123178226,26.71986184,0.0,914.557999,343.9331333,1.76983077,10.92565525,150.5780397,814.4488865,123.8452288,70.18415257,76.95308493,527.3650622,1014.261789,710.5653158,64810.92524,184.1027716,18.33037564,156.4809145,125.1328063,103.4108603
0_0227_S,19.30775813,114.4582119,73.95889341,1183.483749,243.3389748,3.797954354,109.5033923,104.1900798,1256.303455,310.2092819,65.87346743,39.35948489,160.0824506,1146.302239,166.9347929,34395.82265,98.3350483,47.63307586,113.3952472,53.95713774,104.7730223
0_0237_S,14.38133783,45.31206486,63.16889033,1030.214867,371.9152131,3.556757816,148.7938031,131.4752802,588.028025,324.4230163,63.74769979,46.19560633,30.46407885,1970.622924,373.7858601,60789.42665,292.545202,20.33085367,188.7546363,135.1808118,68.14403538
0_0242_S,0.0,28.87104842,6.586981139,1398.93601,284.4378837,3.65694188,62.10057309,46.52033148,1048.826306,489.5887529,60.30388635,60.878738,320.9620416,1738.957252,619.2711845,54442.24685,158.7964147,29.60041593,165.8295084,188.3267704,117.5283125
0_0246_S,0.0,15.07828678,26.54586165,1149.687445,327.7866842,3.545873057,75.94311526,64.48825106,1107.620777,354.9420573,67.32343192,47.36297158,68.27229067,1038.250466,334.7037381,25556.58555,148.1087772,27.50598404,125.6579387,91.99196731,162.2751997
0_0248_S,0.0,27.08125265,45.21145169,1487.555964,441.7718957,5.746749549,146.0065493,98.07382903,957.5095317,209.1847624,51.87209377,57.67204525,86.46954729,1445.513461,497.6632661,32724.10812,169.8395167,65.07140379,142.9206764,85.15361011,147.9076745
0_0256_S,0.0,30.87946735,0.0,1366.030712,391.9419696,6.563603784,140.1970439,82.86033708,986.3591905,306.5033344,53.46382532,47.75722389,89.57776319,1343.62937,380.6363092,30750.43198,163.4103891,43.06538294,126.3381871,120.2390394,151.7991018
0_0262_S,0.0,30.83208872,16.01022604,964.0395578,490.3585179,4.332919027,0.540282215,102.0943199,821.4474491,149.6202136,61.07811177,64.28040176,405.6810466,903.8299504,438.5188654,30487.92018,113.468185,28.63120542,167.7310332,121.7925778,177.6276958
0_0268_S,0.0,46.23657224,53.91027233,1313.829143,360.2341863,3.812934618,33.32621545,52.4823562,877.5529624,160.7128135,57.34381098,75.53639659,240.2791286,1521.303927,669.6740169,77876.01375,208.1215429,32.33014619,151.6243972,179.3488759,117.742788
0_0273_S,0.0,41.73900383,57.34199296,1348.888399,292.7342667,4.867423102,109.1232337,137.6137534,1146.379605,212.1937676,51.55088218,46.53287435,53.67348774,978.3041551,332.7292726,33317.30142,168.0850601,23.49980536,130.4175372,60.24707633,117.8941021
0_0278_S,1.588732612,30.80813816,63.70358977,1011.595928,314.1198449,3.330574998,74.31812647,71.8572307,802.9461588,454.929245,53.76148048,42.20905858,392.9913077,2028.80291,191.3814811,22317.99471,125.2239932,29.41133498,165.5355488,208.322225,93.92494404
0_0281_S,0.0,34.56903401,82.88775575,1285.063667,506.6872098,9.22856216,94.61397061,138.8433277,1093.135057,324.6036977,58.99574983,68.40300599,51.56102748,1358.388161,661.9320632,46465.15609,146.609753,26.74316313,150.7041181,52.04232572,156.3545772
0_0283_S,3.76348828,122.4517391,122.866106,1050.602019,148.8301065,0.045167406,88.8925088,74.17441745,960.5725815,292.4954177,64.58584024,88.11271334,83.69045144,0.0,1013.093389,119353.8451,148.884128,48.60643482,147.467312,183.149714,138.8835479
0_0287_S,5.76591313,93.62246401,52.38050739,1424.063871,475.9693811,4.264445634,127.2591193,117.6596579,1276.766609,289.8082076,83.68074323,68.48313738,139.402953,1185.652028,675.0510156,26336.33181,160.4767516,36.29703847,198.6319089,61.13289581,188.5546013
0_0289_S,56.16767999,55.82150496,196.0040263,1766.182922,604.0439876,2.772334784,133.7395696,62.14906921,595.7781192,367.1957335,85.3224698,110.4557412,41.9258322,4538.441242,1039.906965,34842.56885,130.2260057,3.349715511,238.6559269,409.9160901,153.1755624
0_0290_S,0.0,22.62729624,43.72959996,1252.760406,482.2933072,3.157533339,84.98367108,121.2865565,967.0097662,221.969531,54.33103347,69.13115093,67.55231064,1688.586617,634.8267227,46187.9051,140.1946982,31.42000778,128.9324308,137.5324372,136.2180922
0_0296_S,2.929166701,21.31873516,44.42791229,1164.166344,384.8385987,3.498332982,69.24032871,124.7804919,1111.875014,340.4016487,56.6720679,53.56457148,105.0016926,1038.476802,295.6574577,36774.85873,112.0216629,34.04662933,107.0418173,26.73101135,94.99601603
0_0304_S,15.00347606,52.91142137,62.00548639,875.569154,321.4836499,5.371410871,93.06799212,119.6519127,1140.62983,248.2592586,53.7192662,42.95256594,38.43942843,274.8500305,389.8695236,38283.18474,181.0827104,23.16842428,104.2652178,65.45763608,84.42773501
0_0306_S,0.0,30.99461374,27.14137886,1041.539778,367.7276,1.144596064,6.521267143,117.5527409,991.3162669,174.7235031,70.48646506,62.45039862,50.11657047,1371.290138,482.5143006,33375.70316,150.377799,20.11093691,173.0217573,83.40268954,143.1300837
0_0309_S,0.979802139,26.88210754,16.74794556,1337.567458,321.377453,2.625018628,23.1515046,86.7242321,878.1933986,289.1767709,69.83323572,49.07938798,275.3130907,2386.399501,249.0890029,34325.23176,186.9100457,32.66365448,126.9333722,124.481151,141.1390345
0_0311_S,0.0,22.74303175,18.47688316,1388.157117,277.6339242,7.059449345,105.5573811,142.918228,818.3754643,254.5838197,48.25430081,40.22927878,50.38360185,1766.611285,184.9850851,30240.4173,212.6750491,54.99402789,110.2618651,160.8935091,150.7181351
0_0322_S,7.423637613,18.07750115,71.35200661,1090.588626,401.3207714,5.814061282,105.4556759,128.1762988,918.142313,262.435119,61.15327849,54.43010165,40.62181508,1244.093341,428.3133374,37155.20965,179.282792,19.24659768,140.2494617,31.46861493,113.7602777
0_0323_S,72.19575309,36.13186734,242.7908964,710.1238106,247.70041,8.00680778,86.07453418,84.64302402,860.8124638,278.1182897,57.38282351,31.67524799,80.65087544,543.7015073,166.0435409,27867.15784,182.6921927,23.21823837,105.03519,65.45933169,72.56622767
0_0330_S,0.930921896,34.8790367,53.74522651,1050.365289,378.8384069,3.283889331,95.52288914,115.7531542,1177.505076,247.4296022,62.74240617,53.87662385,124.2435011,962.869389,449.4974438,28765.14219,162.5709145,43.66149346,121.455427,72.48314258,104.3021555
0_0346_S,3.881254649,35.12039331,27.42170839,1068.841793,324.0900584,5.485789896,15.41536489,87.52134632,1110.986949,213.5569121,66.46397694,47.94887449,89.18939839,1478.115376,304.0938033,26641.25417,315.611172,133.8153815,141.7730357,107.7328208,114.3712025
0_0347_S,0.0,28.0399295,17.19456709,1244.315574,345.8297016,4.591188659,61.78755507,81.80619477,1079.785713,264.6740154,68.29922442,70.09193793,41.88604643,1021.291504,440.8275382,34506.55166,131.5569111,30.54705326,146.7235617,86.02383027,148.2262798
0_0356_S,11.21777513,27.68806341,39.62618395,942.3686958,429.0148806,4.09386123,0.0,80.9313144,890.3537389,195.0165395,64.32749033,47.38957026,53.36323033,1215.04544,191.869008,30192.15111,160.3369262,10.63111159,193.444786,73.70169133,114.5423292
0_0369_S,0.0,38.79461735,24.20431984,1186.296856,365.1310214,3.876812356,19.88253331,95.05840807,788.2441223,218.7623123,58.75134672,78.34744588,33.86448646,2543.848819,676.6712865,42015.55174,159.5716982,8.062802103,183.8680722,120.21191,129.2436394
0_0370_S,0.0,34.03925874,19.32806301,1195.003202,382.1314554,2.93257865,89.69270307,98.69207432,1233.143594,263.109664,54.96202357,53.33518534,69.21765016,2142.369939,475.2050618,21895.03454,309.5860931,27.31703781,149.1235727,82.63438769,163.7823184
0_0376_S,28.26329616,65.0151892,96.41682884,660.2949376,201.1518719,1.797005552,153.0138972,106.5432348,926.3260831,197.6073387,71.64879074,35.84662527,10.11204558,955.6760107,247.2855149,24911.85347,140.3422438,31.318069,118.6533656,78.15856998,66.11522458
0_0379_S,5.160686144,35.78435425,39.10122846,1127.235014,299.7080409,5.373005967,114.5807909,138.9180767,1094.589386,275.3482946,73.30965536,56.86752951,54.1592278,1333.486088,501.5785218,39640.98749,178.4772231,42.05685545,141.882446,103.6801535,164.0083918
0_0384_S,25.55877753,44.94046288,97.23568535,1260.754013,401.2066257,2.361603987,78.80373495,173.1685814,695.6765696,240.8658695,63.99042052,103.2642861,92.47744277,2141.324936,955.2915737,57969.29423,395.2760432,30.48125107,188.490884,237.8372146,190.0109086
0_0397_S,7.762021224,41.23837133,43.70633756,1299.596323,332.9342486,2.03623858,148.6628719,89.81365809,808.2635033,366.2039309,57.24691395,47.86576547,144.7923482,4285.396206,226.9192301,34541.27232,313.602751,33.14603956,229.132992,352.5264269,163.9472369
0_0399_S,0.0,43.85542791,50.45024276,1679.539163,280.7005608,4.379346117,45.26237807,139.8518414,1022.034534,369.0558779,62.21109299,63.0839345,163.1790889,1259.168881,484.8798,54423.0895,450.8461378,61.221575,180.4304255,115.0573727,133.9793291
0_0406_S,9.297431806,53.05805701,65.08191405,1261.19648,434.417289,3.865723967,115.875887,124.1703585,906.2842135,289.2000122,71.82686731,68.65864256,43.78291719,1865.876802,527.2936433,31524.58071,358.1960554,29.43855593,190.4790713,152.8565652,127.7526242
0_0409_S,0.0,39.92799082,29.24077649,1214.382509,388.6560911,6.069537782,115.9046701,88.75634421,1040.114429,281.4475303,72.03220594,49.30083437,34.1937694,1859.038528,379.0510406,24936.55173,369.970194,79.16219293,144.7202717,44.98704348,159.1456755
0_0412_S,0.707543102,42.31702386,20.97711705,1048.176385,329.1233219,5.874286039,3.359019469,119.8051529,808.457512,146.6833834,54.93475027,56.25316065,53.64039362,1540.72574,375.8319419,22769.19161,154.334467,23.40410343,173.7137926,127.6704482,147.173138
0_0427_S,0.0,24.34801041,19.70657702,988.8082212,290.3307272,3.308087915,115.3659323,100.9751588,1020.177654,242.8341133,59.81857793,32.80002651,65.76240759,670.883109,234.0886401,29140.64323,105.9060429,80.90796657,124.9142159,94.21059799,86.25101492
0_0432_S,0.0,29.3281657,14.03605671,1386.556733,247.2917981,4.587704679,28.34043456,125.9498586,1012.741403,231.9824205,76.19022134,49.54057744,68.02343068,2394.831999,325.9815742,38196.07395,399.3684287,32.14707064,152.0730284,115.7253234,99.8289039
0_0447_S,4.539145432,33.46824955,37.62073434,1330.54919,305.4814717,4.969820238,91.82506779,134.10288,776.5616312,224.7919033,54.26916768,59.82965642,49.22019471,2655.912325,429.5946901,40233.47161,123.6699913,32.56333431,146.6544196,213.6520475,138.0466625
0_0459_S,13.60537451,24.69703651,30.81346508,1137.263503,293.6217875,4.773607791,143.9105901,115.2474457,786.4471008,206.4997833,64.84331523,49.59081866,17.04686755,1740.2724,377.6099383,39119.19035,119.9236802,30.8283021,130.6679303,98.55818428,82.04659084
0_0468_S,249.6124754,46.75193015,337.9723155,960.2593281,325.5080052,2.290595308,151.5022548,75.05910673,754.261001,326.785902,60.9462492,38.68889857,5.977766643,1407.881463,419.6275443,26830.14594,454.506672,37.857688,132.6120388,71.76470126,80.24014457
0_0471_S,0.0,26.89381723,16.72158997,868.3889663,307.4083737,6.753682478,85.80013443,121.5264058,955.5797398,190.1926063,64.28290447,64.88375272,62.90756993,539.8529388,447.2731461,45437.38211,742.6445902,30.31616946,155.1921246,90.65159864,178.7099762
0_0498_S,35.30482769,42.68050739,121.2370297,922.3742948,279.3557697,2.187024535,123.500946,101.4270561,1121.437817,290.8440637,71.13121244,47.10784979,48.95791382,965.4777183,276.5492129,21604.70927,119.6130402,35.57237015,139.3690242,97.93259148,114.8657473
0_0546_S,16.31103246,46.34573562,73.65010954,992.5896254,216.9538759,2.53075629,145.5111351,290.4539313,1078.11913,235.7375886,53.2316266,49.53102901,225.004672,958.5079586,310.1660155,39113.433,99.84412176,54.41611071,143.2753109,61.59957467,99.31585091
0_0594-S,7.766425272,39.36891734,60.87187443,1078.779719,401.5764753,5.18625939,114.4155227,139.7199482,929.1244995,245.1774374,58.89419921,57.65457626,43.47298097,1944.091674,417.5708052,24328.33712,427.6510075,32.85312913,132.1451726,184.5570057,145.5655764
0-0671-S,6.153078951,21.91292726,39.94851262,979.8114412,267.2543497,5.528354703,112.2836454,71.81264972,758.2381865,265.9778509,67.60022676,52.7942777,28.36194294,2582.634573,304.8574136,35728.65917,204.5312237,20.90648068,194.4868309,122.3591609,143.9319828
0-0693-S,0.0,44.0388529,34.4481566,1395.460065,356.2425387,3.27079154,105.7073079,129.1037189,1050.138353,304.973996,66.86722677,64.10334251,37.93670467,2532.456317,470.3642805,33289.13999,200.5905926,33.97525688,167.3105283,166.5013144,155.7711985
